time,id,x,y,angle
241.8,AUG_13,50.24,-0.67,81.55
241.9,AUG_13,50.29,-0.66,81.47
242,AUG_13,50.34,-0.65,81.41
242.1,AUG_13,50.38,-0.64,81.35
242.2,AUG_13,50.41,-0.63,81.31
242.3,AUG_13,50.44,-0.63,81.27
242.4,AUG_13,50.46,-0.62,81.23
242.5,AUG_13,50.48,-0.62,81.21
242.6,AUG_13,50.5,-0.61,81.19
242.7,AUG_13,50.51,-0.61,81.17
242.8,AUG_13,50.52,-0.61,81.16
242.9,AUG_13,50.52,-0.61,81.15
243,AUG_13,50.52,-0.61,81.15
243.1,AUG_13,50.53,-0.61,81.15
243.2,AUG_13,50.53,-0.61,81.15
243.3,AUG_13,50.53,-0.61,81.15
243.4,AUG_13,50.53,-0.61,81.15
243.5,AUG_13,50.53,-0.61,81.15
243.6,AUG_13,50.53,-0.61,81.15
243.7,AUG_13,50.53,-0.61,81.15
243.8,AUG_13,50.53,-0.61,81.15
243.9,AUG_13,50.53,-0.61,81.15
244,AUG_13,50.53,-0.61,81.15
244.1,AUG_13,50.53,-0.61,81.15
244.2,AUG_13,50.53,-0.61,81.15
244.3,AUG_13,50.53,-0.61,81.15
244.4,AUG_13,50.53,-0.61,81.15
244.5,AUG_13,50.53,-0.61,81.15
244.6,AUG_13,50.53,-0.61,81.15
244.7,AUG_13,50.53,-0.61,81.15
244.8,AUG_13,50.53,-0.61,81.15
244.9,AUG_13,50.53,-0.61,81.15
245,AUG_13,50.53,-0.61,81.15
245.1,AUG_13,50.53,-0.61,81.15
245.2,AUG_13,50.53,-0.61,81.15
245.3,AUG_13,50.53,-0.61,81.15
245.4,AUG_13,50.53,-0.61,81.15
245.5,AUG_13,50.53,-0.61,81.15
245.6,AUG_13,50.53,-0.61,81.15
245.7,AUG_13,50.53,-0.61,81.15
245.8,AUG_13,50.53,-0.61,81.15
245.9,AUG_13,50.53,-0.61,81.15
246,AUG_13,50.53,-0.61,81.15
246.1,AUG_13,50.53,-0.61,81.15
246.2,AUG_13,50.53,-0.61,81.15
246.3,AUG_13,50.53,-0.61,81.14
246.4,AUG_13,50.53,-0.61,81.14
246.5,AUG_13,50.53,-0.61,81.14
246.6,AUG_13,50.53,-0.61,81.14
246.7,AUG_13,50.53,-0.61,81.14
246.8,AUG_13,50.53,-0.61,81.14
246.9,AUG_13,50.54,-0.6,81.13
247,AUG_13,50.54,-0.6,81.12
247.1,AUG_13,50.55,-0.6,81.11
247.2,AUG_13,50.55,-0.6,81.1
247.3,AUG_13,50.56,-0.6,81.09
247.4,AUG_13,50.57,-0.6,81.08
247.5,AUG_13,50.58,-0.59,81.06
247.6,AUG_13,50.6,-0.59,81.04
247.7,AUG_13,50.62,-0.59,81.02
247.8,AUG_13,50.64,-0.58,80.98
247.9,AUG_13,50.67,-0.57,80.94
248,AUG_13,50.71,-0.57,80.89
248.1,AUG_13,50.75,-0.56,80.83
248.2,AUG_13,50.79,-0.55,80.77
248.3,AUG_13,50.84,-0.54,80.7
248.4,AUG_13,50.89,-0.52,80.63
248.5,AUG_13,50.95,-0.51,80.55
248.6,AUG_13,51.01,-0.5,80.46
248.7,AUG_13,51.08,-0.48,80.37
248.8,AUG_13,51.15,-0.47,80.27
248.9,AUG_13,51.22,-0.45,80.16
249,AUG_13,51.3,-0.43,80.05
249.1,AUG_13,51.39,-0.41,79.93
249.2,AUG_13,51.48,-0.39,79.8
249.3,AUG_13,51.58,-0.37,79.66
249.4,AUG_13,51.68,-0.34,79.52
249.5,AUG_13,51.79,-0.32,79.38
249.6,AUG_13,51.9,-0.29,79.23
249.7,AUG_13,52.02,-0.26,79.08
249.8,AUG_13,52.15,-0.22,78.92
249.9,AUG_13,52.28,-0.19,78.75
250,AUG_13,52.42,-0.15,78.58
250.1,AUG_13,52.57,-0.11,78.39
250.2,AUG_13,52.72,-0.07,78.2
250.3,AUG_13,52.88,-0.03,78
250.4,AUG_13,53.05,0.01,77.78
250.5,AUG_13,53.22,0.06,77.56
250.6,AUG_13,53.4,0.11,77.32
250.7,AUG_13,53.59,0.17,77.05
250.8,AUG_13,53.78,0.23,76.77
250.9,AUG_13,53.98,0.29,76.49
251,AUG_13,54.18,0.36,76.19
251.1,AUG_13,54.39,0.42,75.89
251.2,AUG_13,54.61,0.49,75.58
251.3,AUG_13,54.83,0.56,75.25
251.4,AUG_13,55.06,0.64,74.93
251.5,AUG_13,55.3,0.72,74.6
251.6,AUG_13,55.54,0.81,74.26
251.7,AUG_13,55.79,0.89,73.91
251.8,AUG_13,56.05,0.99,73.54
251.9,AUG_13,56.31,1.08,73.17
252,AUG_13,56.59,1.18,72.79
252.1,AUG_13,56.86,1.29,72.37
252.2,AUG_13,57.15,1.4,71.93
252.3,AUG_13,57.44,1.52,71.48
252.4,AUG_13,57.74,1.64,71.02
252.5,AUG_13,58.04,1.77,70.54
252.6,AUG_13,58.36,1.9,70.08
252.7,AUG_13,58.67,2.04,69.65
252.8,AUG_13,58.99,2.19,69.2
252.9,AUG_13,59.32,2.33,68.74
253,AUG_13,59.66,2.48,68.28
253.1,AUG_13,60,2.64,67.79
253.2,AUG_13,60.34,2.82,67.27
253.3,AUG_13,60.69,2.99,66.75
253.4,AUG_13,61.04,3.17,66.21
253.5,AUG_13,61.41,3.35,65.68
253.6,AUG_13,61.77,3.55,65.16
253.7,AUG_13,62.14,3.75,64.63
253.8,AUG_13,62.52,3.96,64.09
253.9,AUG_13,62.9,4.17,63.53
254,AUG_13,63.28,4.4,62.89
254.1,AUG_13,63.66,4.64,62.23
254.2,AUG_13,64.05,4.88,61.57
254.3,AUG_13,64.45,5.13,60.91
254.4,AUG_13,64.85,5.39,60.32
254.5,AUG_13,65.26,5.65,59.73
254.6,AUG_13,65.67,5.92,59.12
254.7,AUG_13,66.08,6.21,58.44
254.8,AUG_13,66.49,6.5,57.71
254.9,AUG_13,66.91,6.81,56.97
255,AUG_13,67.33,7.12,56.25
255.1,AUG_13,67.74,7.45,55.58
255.2,AUG_13,68.16,7.78,54.9
255.3,AUG_13,68.58,8.11,54.21
255.4,AUG_13,69,8.46,53.43
255.5,AUG_13,69.42,8.82,52.65
255.6,AUG_13,69.85,9.19,51.85
255.7,AUG_13,70.27,9.57,51.12
255.8,AUG_13,70.7,9.97,50.38
255.9,AUG_13,71.13,10.36,49.64
256,AUG_13,71.56,10.78,48.89
256.1,AUG_13,71.98,11.21,48.13
256.2,AUG_13,72.41,11.63,47.36
256.3,AUG_13,72.83,12.09,46.49
256.4,AUG_13,73.25,12.55,45.62
256.5,AUG_13,73.67,13.02,44.75
256.6,AUG_13,74.08,13.51,43.88
256.7,AUG_13,74.5,14,43.01
256.8,AUG_13,74.92,14.51,42.11
256.9,AUG_13,75.33,15.04,41.21
257,AUG_13,75.74,15.57,40.3
257.1,AUG_13,76.14,16.12,39.47
257.2,AUG_13,76.55,16.67,38.63
257.3,AUG_13,76.94,17.24,37.72
257.4,AUG_13,77.32,17.83,36.72
257.5,AUG_13,77.71,18.42,35.72
257.6,AUG_13,78.08,19.04,34.81
257.7,AUG_13,78.46,19.65,33.88
257.8,AUG_13,78.83,20.29,32.88
257.9,AUG_13,79.18,20.94,31.81
258,AUG_13,79.54,21.6,30.8
258.1,AUG_13,79.88,22.28,29.91
258.2,AUG_13,80.22,22.96,29.01
258.3,AUG_13,80.54,23.67,27.85
258.4,AUG_13,80.85,24.38,26.67
258.5,AUG_13,81.15,25.11,25.64
258.6,AUG_13,81.45,25.84,24.65
258.7,AUG_13,81.73,26.59,23.57
258.8,AUG_13,82,27.35,22.44
258.9,AUG_13,82.26,28.12,21.38
259,AUG_13,82.51,28.9,20.39
259.1,AUG_13,82.74,29.69,19.32
259.2,AUG_13,82.95,30.5,18.13
259.3,AUG_13,83.16,31.32,16.95
259.4,AUG_13,83.35,32.15,15.83
259.5,AUG_13,83.53,32.99,14.68
259.6,AUG_13,83.68,33.84,13.49
259.7,AUG_13,83.83,34.7,12.31
259.8,AUG_13,83.96,35.57,11.23
259.9,AUG_13,84.08,36.45,10.12
260,AUG_13,84.17,37.34,8.95
260.1,AUG_13,84.25,38.24,7.75
260.2,AUG_13,84.3,39.15,6.53
260.3,AUG_13,84.34,40.06,5.27
260.4,AUG_13,84.35,40.98,3.98
260.5,AUG_13,84.35,41.85,2.76
260.6,AUG_13,84.34,42.78,1.5
260.7,AUG_13,84.3,43.71,0.3
260.8,AUG_13,84.24,44.65,359.1
260.9,AUG_13,84.15,45.59,357.85
261,AUG_13,84.05,46.54,356.58
261.1,AUG_13,83.92,47.49,355.26
261.2,AUG_13,83.77,48.44,353.92
261.3,AUG_13,83.6,49.39,352.61
261.4,AUG_13,83.41,50.35,351.31
261.5,AUG_13,83.19,51.3,350.03
261.6,AUG_13,82.96,52.25,348.79
261.7,AUG_13,82.71,53.2,347.59
261.8,AUG_13,82.42,54.14,346.25
261.9,AUG_13,82.12,55.08,344.9
262,AUG_13,81.79,56.01,343.59
262.1,AUG_13,81.44,56.94,342.25
262.2,AUG_13,81.07,57.86,340.84
262.3,AUG_13,80.68,58.76,339.55
262.4,AUG_13,80.28,59.67,338.36
262.5,AUG_13,79.84,60.55,337.01
262.6,AUG_13,79.4,61.43,335.64
262.7,AUG_13,78.93,62.29,334.41
262.8,AUG_13,78.45,63.14,333.11
262.9,AUG_13,77.94,63.97,331.64
263,AUG_13,77.42,64.78,330.36
263.1,AUG_13,76.9,65.59,329.23
263.2,AUG_13,76.35,66.37,327.93
263.3,AUG_13,75.79,67.13,326.57
263.4,AUG_13,75.21,67.87,325.37
263.5,AUG_13,74.64,68.6,324.19
263.6,AUG_13,74.05,69.29,322.89
263.7,AUG_13,73.46,69.98,321.64
263.8,AUG_13,72.86,70.63,320.55
263.9,AUG_13,72.26,71.28,319.47
264,AUG_13,71.66,71.88,318.34
264.1,AUG_13,71.05,72.48,317.22
264.2,AUG_13,70.44,73.04,316.06
264.3,AUG_13,69.84,73.59,314.92
264.4,AUG_13,69.23,74.1,313.8
264.5,AUG_13,68.63,74.61,312.71
264.6,AUG_13,68.03,75.09,311.7
264.7,AUG_13,67.44,75.55,310.71
264.8,AUG_13,66.86,75.99,309.79
264.9,AUG_13,66.28,76.41,308.92
265,AUG_13,65.72,76.81,308.06
265.1,AUG_13,65.15,77.18,307.1
265.2,AUG_13,64.6,77.54,306.16
265.3,AUG_13,64.05,77.88,305.3
265.4,AUG_13,63.52,78.21,304.5
265.5,AUG_13,63,78.53,303.73
265.6,AUG_13,62.49,78.82,302.91
265.7,AUG_13,61.98,79.09,302.09
265.8,AUG_13,61.5,79.36,301.29
265.9,AUG_13,61.02,79.61,300.62
266,AUG_13,60.56,79.84,300.01
266.1,AUG_13,60.11,80.07,299.42
266.2,AUG_13,59.68,80.28,298.81
266.3,AUG_13,59.25,80.47,298.11
266.4,AUG_13,58.84,80.65,297.43
266.5,AUG_13,58.45,80.82,296.78
266.6,AUG_13,58.06,80.98,296.2
266.7,AUG_13,57.69,81.13,295.7
266.8,AUG_13,57.34,81.28,295.22
266.9,AUG_13,57,81.42,294.75
267,AUG_13,56.67,81.55,294.31
267.1,AUG_13,56.36,81.66,293.85
267.2,AUG_13,56.06,81.77,293.41
267.3,AUG_13,55.77,81.87,292.98
267.4,AUG_13,55.5,81.97,292.58
267.5,AUG_13,55.24,82.06,292.19
267.6,AUG_13,55,82.15,291.83
267.7,AUG_13,54.76,82.22,291.53
267.8,AUG_13,54.54,82.29,291.25
267.9,AUG_13,54.34,82.36,290.99
268,AUG_13,54.14,82.42,290.74
268.1,AUG_13,53.96,82.48,290.51
268.2,AUG_13,53.79,82.53,290.3
268.3,AUG_13,53.63,82.58,290.1
268.4,AUG_13,53.48,82.62,289.91
268.5,AUG_13,53.35,82.67,289.74
268.6,AUG_13,53.22,82.7,289.56
268.7,AUG_13,53.11,82.73,289.38
268.8,AUG_13,53,82.76,289.23
268.9,AUG_13,52.91,82.78,289.09
269,AUG_13,52.82,82.81,288.96
269.1,AUG_13,52.74,82.83,288.84
269.2,AUG_13,52.67,82.84,288.74
269.3,AUG_13,52.61,82.86,288.65
269.4,AUG_13,52.56,82.87,288.57
269.5,AUG_13,52.51,82.89,288.5
269.6,AUG_13,52.47,82.9,288.45
269.7,AUG_13,52.44,82.91,288.4
269.8,AUG_13,52.41,82.91,288.36
269.9,AUG_13,52.39,82.92,288.32
270,AUG_13,52.37,82.92,288.3
270.1,AUG_13,52.36,82.93,288.28
270.2,AUG_13,52.35,82.93,288.26
270.3,AUG_13,52.34,82.93,288.25
270.4,AUG_13,52.34,82.93,288.25
270.5,AUG_13,52.34,82.93,288.25
270.6,AUG_13,52.34,82.93,288.25
270.7,AUG_13,52.34,82.93,288.25
270.8,AUG_13,52.34,82.93,288.25
270.9,AUG_13,52.34,82.93,288.25
271,AUG_13,52.34,82.93,288.25
271.1,AUG_13,52.34,82.93,288.25
271.2,AUG_13,52.34,82.93,288.25
271.3,AUG_13,52.34,82.93,288.25
271.4,AUG_13,52.34,82.93,288.25
271.5,AUG_13,52.34,82.93,288.25
271.6,AUG_13,52.34,82.93,288.25
271.7,AUG_13,52.34,82.93,288.25
271.8,AUG_13,52.34,82.93,288.25
271.9,AUG_13,52.34,82.93,288.25
272,AUG_13,52.34,82.93,288.25
272.1,AUG_13,52.34,82.93,288.25
272.2,AUG_13,52.34,82.93,288.25
272.3,AUG_13,52.34,82.93,288.25
272.4,AUG_13,52.34,82.93,288.25
272.5,AUG_13,52.34,82.93,288.25
272.6,AUG_13,52.34,82.93,288.25
272.7,AUG_13,52.34,82.93,288.25
272.8,AUG_13,52.34,82.93,288.25
272.9,AUG_13,52.34,82.93,288.25
273,AUG_13,52.34,82.93,288.25
273.1,AUG_13,52.34,82.93,288.25
273.2,AUG_13,52.34,82.93,288.25
273.3,AUG_13,52.34,82.93,288.25
273.4,AUG_13,52.34,82.93,288.25
273.5,AUG_13,52.34,82.93,288.25
273.6,AUG_13,52.34,82.93,288.25
273.7,AUG_13,52.34,82.93,288.25
273.8,AUG_13,52.34,82.93,288.25
273.9,AUG_13,52.34,82.93,288.25
274,AUG_13,52.34,82.93,288.25
274.1,AUG_13,52.34,82.93,288.25
274.2,AUG_13,52.34,82.93,288.25
274.3,AUG_13,52.34,82.93,288.25
274.4,AUG_13,52.34,82.93,288.25
274.5,AUG_13,52.34,82.93,288.25
274.6,AUG_13,52.34,82.93,288.25
274.7,AUG_13,52.34,82.93,288.25
274.8,AUG_13,52.34,82.93,288.25
274.9,AUG_13,52.34,82.93,288.25
275,AUG_13,52.34,82.93,288.25
275.1,AUG_13,52.34,82.93,288.25
275.2,AUG_13,52.34,82.93,288.25
275.3,AUG_13,52.34,82.93,288.25
275.4,AUG_13,52.34,82.93,288.25
275.5,AUG_13,52.34,82.93,288.25
275.6,AUG_13,52.34,82.93,288.25
275.7,AUG_13,52.34,82.93,288.25
275.8,AUG_13,52.34,82.93,288.25
275.9,AUG_13,52.34,82.93,288.25
276,AUG_13,52.34,82.93,288.25
276.1,AUG_13,52.34,82.93,288.25
276.2,AUG_13,52.34,82.93,288.25
276.3,AUG_13,52.34,82.93,288.25
276.4,AUG_13,52.34,82.93,288.25
276.5,AUG_13,52.34,82.93,288.25
276.6,AUG_13,52.34,82.93,288.25
276.7,AUG_13,52.34,82.93,288.25
276.8,AUG_13,52.34,82.93,288.25
276.9,AUG_13,52.34,82.93,288.25
277,AUG_13,52.34,82.93,288.25
277.1,AUG_13,52.34,82.93,288.25
277.2,AUG_13,52.34,82.93,288.25
277.3,AUG_13,52.34,82.93,288.25
277.4,AUG_13,52.34,82.93,288.25
277.5,AUG_13,52.34,82.93,288.25
277.6,AUG_13,52.34,82.93,288.25
277.7,AUG_13,52.34,82.93,288.25
277.8,AUG_13,52.34,82.93,288.25
277.9,AUG_13,52.34,82.93,288.25
278,AUG_13,52.34,82.93,288.25
278.1,AUG_13,52.34,82.93,288.25
278.2,AUG_13,52.34,82.93,288.25
278.3,AUG_13,52.34,82.93,288.25
278.4,AUG_13,52.34,82.93,288.25
278.5,AUG_13,52.34,82.93,288.25
278.6,AUG_13,52.34,82.93,288.25
278.7,AUG_13,52.34,82.93,288.25
278.8,AUG_13,52.34,82.93,288.25
278.9,AUG_13,52.34,82.93,288.25
279,AUG_13,52.34,82.93,288.25
279.1,AUG_13,52.34,82.93,288.25
279.2,AUG_13,52.34,82.93,288.25
279.3,AUG_13,52.34,82.93,288.25
279.4,AUG_13,52.34,82.93,288.25
279.5,AUG_13,52.34,82.93,288.25
279.6,AUG_13,52.34,82.93,288.25
279.7,AUG_13,52.34,82.93,288.25
279.8,AUG_13,52.34,82.93,288.25
279.9,AUG_13,52.34,82.93,288.25
280,AUG_13,52.34,82.93,288.25
280.1,AUG_13,52.34,82.93,288.25
280.2,AUG_13,52.34,82.93,288.25
280.3,AUG_13,52.34,82.93,288.24
280.4,AUG_13,52.34,82.93,288.24
280.5,AUG_13,52.34,82.93,288.24
280.6,AUG_13,52.34,82.93,288.24
280.7,AUG_13,52.33,82.93,288.24
280.8,AUG_13,52.33,82.94,288.23
280.9,AUG_13,52.32,82.94,288.21
281,AUG_13,52.31,82.94,288.2
281.1,AUG_13,52.29,82.94,288.18
281.2,AUG_13,52.27,82.95,288.15
281.3,AUG_13,52.25,82.95,288.12
281.4,AUG_13,52.23,82.96,288.08
281.5,AUG_13,52.2,82.97,288.04
281.6,AUG_13,52.17,82.98,287.99
281.7,AUG_13,52.13,82.99,287.93
281.8,AUG_13,52.09,83,287.87
281.9,AUG_13,52.04,83.01,287.8
282,AUG_13,51.99,83.02,287.73
282.1,AUG_13,51.94,83.04,287.65
282.2,AUG_13,51.88,83.05,287.57
282.3,AUG_13,51.82,83.07,287.47
282.4,AUG_13,51.75,83.09,287.38
282.5,AUG_13,51.68,83.11,287.27
282.6,AUG_13,51.6,83.12,287.16
282.7,AUG_13,51.52,83.14,287.05
282.8,AUG_13,51.43,83.16,286.93
282.9,AUG_13,51.34,83.18,286.81
283,AUG_13,51.24,83.2,286.68
283.1,AUG_13,51.14,83.23,286.54
283.2,AUG_13,51.04,83.25,286.4
283.3,AUG_13,50.92,83.28,286.24
283.4,AUG_13,50.8,83.3,286.08
283.5,AUG_13,50.67,83.33,285.91
283.6,AUG_13,50.54,83.36,285.73
283.7,AUG_13,50.4,83.4,285.54
283.8,AUG_13,50.25,83.43,285.34
283.9,AUG_13,50.1,83.46,285.13
284,AUG_13,49.93,83.5,284.91
284.1,AUG_13,49.76,83.53,284.67
284.2,AUG_13,49.58,83.56,284.42
284.3,AUG_13,49.4,83.6,284.16
284.4,AUG_13,49.21,83.63,283.89
284.5,AUG_13,49.01,83.67,283.61
284.6,AUG_13,48.81,83.7,283.33
284.7,AUG_13,48.59,83.74,283.03
284.8,AUG_13,48.38,83.78,282.72
284.9,AUG_13,48.15,83.82,282.43
285,AUG_13,47.91,83.85,282.14
285.1,AUG_13,47.67,83.89,281.84
285.2,AUG_13,47.42,83.93,281.52
285.3,AUG_13,47.16,83.96,281.2
285.4,AUG_13,46.89,84,280.87
285.5,AUG_13,46.61,84.04,280.52
285.6,AUG_13,46.33,84.08,280.15
285.7,AUG_13,46.03,84.11,279.76
285.8,AUG_13,45.73,84.14,279.36
285.9,AUG_13,45.42,84.17,278.95
286,AUG_13,45.1,84.2,278.53
286.1,AUG_13,44.77,84.23,278.1
286.2,AUG_13,44.44,84.25,277.64
286.3,AUG_13,44.09,84.27,277.18
286.4,AUG_13,43.74,84.29,276.7
286.5,AUG_13,43.38,84.31,276.21
286.6,AUG_13,43.01,84.33,275.71
286.7,AUG_13,42.63,84.34,275.17
286.8,AUG_13,42.25,84.35,274.63
286.9,AUG_13,41.85,84.35,274.08
287,AUG_13,41.45,84.36,273.51
287.1,AUG_13,41.09,84.36,273
287.2,AUG_13,40.67,84.35,272.44
287.3,AUG_13,40.25,84.34,271.86
287.4,AUG_13,39.81,84.33,271.28
287.5,AUG_13,39.37,84.31,270.72
287.6,AUG_13,38.92,84.29,270.14
287.7,AUG_13,38.46,84.26,269.55
287.8,AUG_13,37.99,84.23,268.95
287.9,AUG_13,37.52,84.19,268.33
288,AUG_13,37.04,84.14,267.68
288.1,AUG_13,36.55,84.09,267.02
288.2,AUG_13,36.05,84.03,266.38
288.3,AUG_13,35.55,83.96,265.66
288.4,AUG_13,35.04,83.88,264.93
288.5,AUG_13,34.52,83.81,264.19
288.6,AUG_13,33.99,83.71,263.47
288.7,AUG_13,33.45,83.61,262.73
288.8,AUG_13,32.91,83.51,261.98
288.9,AUG_13,32.36,83.39,261.24
289,AUG_13,31.8,83.27,260.49
289.1,AUG_13,31.23,83.14,259.73
289.2,AUG_13,30.66,83,258.99
289.3,AUG_13,30.08,82.84,258.25
289.4,AUG_13,29.5,82.69,257.51
289.5,AUG_13,28.91,82.51,256.67
289.6,AUG_13,28.31,82.32,255.81
289.7,AUG_13,27.71,82.13,254.94
289.8,AUG_13,27.1,81.91,254.09
289.9,AUG_13,26.49,81.69,253.23
290,AUG_13,25.87,81.46,252.33
290.1,AUG_13,25.25,81.21,251.37
290.2,AUG_13,24.63,80.95,250.41
290.3,AUG_13,24,80.68,249.56
290.4,AUG_13,23.36,80.4,248.72
290.5,AUG_13,22.73,80.11,247.83
290.6,AUG_13,22.09,79.79,246.83
290.7,AUG_13,21.45,79.46,245.82
290.8,AUG_13,20.81,79.11,244.9
290.9,AUG_13,20.17,78.76,243.98
291,AUG_13,19.53,78.39,242.94
291.1,AUG_13,18.89,77.99,241.8
291.2,AUG_13,18.24,77.59,240.73
291.3,AUG_13,17.59,77.17,239.82
291.4,AUG_13,16.94,76.75,238.9
291.5,AUG_13,16.3,76.28,237.77
291.6,AUG_13,15.66,75.81,236.63
291.7,AUG_13,15.02,75.32,235.59
291.8,AUG_13,14.38,74.81,234.55
291.9,AUG_13,13.74,74.28,233.41
292,AUG_13,13.11,73.74,232.22
292.1,AUG_13,12.48,73.18,231.13
292.2,AUG_13,11.85,72.6,230.09
292.3,AUG_13,11.23,72,228.96
292.4,AUG_13,10.61,71.38,227.78
292.5,AUG_13,10.01,70.75,226.59
292.6,AUG_13,9.4,70.09,225.38
292.7,AUG_13,8.81,69.41,224.14
292.8,AUG_13,8.23,68.72,222.88
292.9,AUG_13,7.66,68.01,221.69
293,AUG_13,7.09,67.28,220.52
293.1,AUG_13,6.54,66.54,219.35
293.2,AUG_13,5.98,65.78,218.15
293.3,AUG_13,5.47,64.98,216.81
293.4,AUG_13,4.95,64.18,215.48
293.5,AUG_13,4.45,63.36,214.26
293.6,AUG_13,3.96,62.52,212.96
293.7,AUG_13,3.49,61.66,211.56
293.8,AUG_13,3.04,60.79,210.28
293.9,AUG_13,2.59,59.9,209.06
294,AUG_13,2.18,58.98,207.63
294.1,AUG_13,1.78,58.06,206.2
294.2,AUG_13,1.39,57.12,204.92
294.3,AUG_13,1.03,56.17,203.59
294.4,AUG_13,0.68,55.2,202.21
294.5,AUG_13,0.36,54.21,200.89
294.6,AUG_13,0.06,53.22,199.55
294.7,AUG_13,-0.21,52.21,198.05
294.8,AUG_13,-0.46,51.19,196.61
294.9,AUG_13,-0.69,50.16,195.22
295,AUG_13,-0.89,49.12,193.77
295.1,AUG_13,-1.07,48.07,192.33
295.2,AUG_13,-1.22,47.02,191.03
295.3,AUG_13,-1.35,45.95,189.62
295.4,AUG_13,-1.46,44.89,188.14
295.5,AUG_13,-1.52,43.82,186.76
295.6,AUG_13,-1.58,42.75,185.34
295.7,AUG_13,-1.6,41.68,183.83
295.8,AUG_13,-1.59,40.66,182.47
295.9,AUG_13,-1.57,39.6,181.12
296,AUG_13,-1.5,38.55,179.63
296.1,AUG_13,-1.42,37.5,178.22
296.2,AUG_13,-1.32,36.47,176.89
296.3,AUG_13,-1.18,35.45,175.51
296.4,AUG_13,-1.03,34.44,174.09
296.5,AUG_13,-0.85,33.45,172.79
296.6,AUG_13,-0.66,32.47,171.48
296.7,AUG_13,-0.44,31.52,170.13
296.8,AUG_13,-0.21,30.57,168.87
296.9,AUG_13,0.03,29.65,167.7
297,AUG_13,0.3,28.75,166.45
297.1,AUG_13,0.58,27.87,165.17
297.2,AUG_13,0.88,27.01,163.96
297.3,AUG_13,1.18,26.17,162.79
297.4,AUG_13,1.51,25.36,161.54
297.5,AUG_13,1.83,24.57,160.32
297.6,AUG_13,2.17,23.8,159.25
297.7,AUG_13,2.5,23.06,158.22
297.8,AUG_13,2.85,22.34,157.16
297.9,AUG_13,3.2,21.65,156.11
298,AUG_13,3.56,20.98,155.13
298.1,AUG_13,3.91,20.33,154.21
298.2,AUG_13,4.26,19.71,153.27
298.3,AUG_13,4.63,19.11,152.26
298.4,AUG_13,4.98,18.54,151.28
298.5,AUG_13,5.33,17.99,150.44
298.6,AUG_13,5.68,17.46,149.67
298.7,AUG_13,6.01,16.95,148.91
298.8,AUG_13,6.36,16.47,148.06
298.9,AUG_13,6.7,16,147.24
299,AUG_13,7.02,15.56,146.45
299.1,AUG_13,7.35,15.14,145.78
299.2,AUG_13,7.67,14.74,145.12
299.3,AUG_13,7.97,14.35,144.5
299.4,AUG_13,8.27,13.98,143.85
299.5,AUG_13,8.57,13.64,143.21
299.6,AUG_13,8.85,13.31,142.59
299.7,AUG_13,9.12,12.99,142.01
299.8,AUG_13,9.38,12.7,141.49
299.9,AUG_13,9.63,12.42,141.01
300,AUG_13,9.87,12.16,140.56
300.1,AUG_13,10.1,11.91,140.12
300.2,AUG_13,10.32,11.67,139.71
300.3,AUG_13,10.54,11.45,139.32
300.4,AUG_13,10.74,11.25,138.95
300.5,AUG_13,10.93,11.06,138.59
300.6,AUG_13,11.11,10.88,138.26
300.7,AUG_13,11.28,10.71,137.95
300.8,AUG_13,11.43,10.56,137.66
300.9,AUG_13,11.58,10.41,137.38
301,AUG_13,11.73,10.27,137.12
301.1,AUG_13,11.86,10.15,136.87
301.2,AUG_13,11.99,10.03,136.63
301.3,AUG_13,12.11,9.92,136.42
301.4,AUG_13,12.21,9.82,136.22
301.5,AUG_13,12.31,9.73,136.04
301.6,AUG_13,12.4,9.65,135.87
301.7,AUG_13,12.49,9.57,135.72
301.8,AUG_13,12.56,9.5,135.58
301.9,AUG_13,12.63,9.44,135.45
302,AUG_13,12.69,9.38,135.34
302.1,AUG_13,12.75,9.33,135.24
302.2,AUG_13,12.79,9.29,135.16
302.3,AUG_13,12.84,9.25,135.08
302.4,AUG_13,12.87,9.22,135.01
302.5,AUG_13,12.9,9.19,134.96
302.6,AUG_13,12.93,9.17,134.91
302.7,AUG_13,12.95,9.15,134.87
302.8,AUG_13,12.97,9.13,134.83
302.9,AUG_13,12.99,9.12,134.81
303,AUG_13,12.99,9.11,134.8
303.1,AUG_13,13,9.11,134.79
303.2,AUG_13,13,9.1,134.78
303.3,AUG_13,13.01,9.1,134.77
303.4,AUG_13,13.01,9.1,134.77
303.5,AUG_13,13.01,9.1,134.77
303.6,AUG_13,13.01,9.1,134.77
303.7,AUG_13,13.01,9.1,134.77
303.8,AUG_13,13.01,9.1,134.77
303.9,AUG_13,13.01,9.1,134.77
304,AUG_13,13.01,9.1,134.77
304.1,AUG_13,13.01,9.1,134.77
304.2,AUG_13,13.01,9.1,134.77
304.3,AUG_13,13.01,9.1,134.77
304.4,AUG_13,13.01,9.1,134.77
304.5,AUG_13,13.01,9.1,134.77
304.6,AUG_13,13.01,9.1,134.77
304.7,AUG_13,13.01,9.1,134.77
304.8,AUG_13,13.01,9.1,134.77
304.9,AUG_13,13.01,9.1,134.77
305,AUG_13,13.01,9.1,134.77
305.1,AUG_13,13.01,9.1,134.77
305.2,AUG_13,13.01,9.1,134.77
305.3,AUG_13,13.01,9.1,134.77
305.4,AUG_13,13.01,9.1,134.77
305.5,AUG_13,13.01,9.1,134.77
